mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_14_mean,mfcc_15_mean,mfcc_16_mean,mfcc_17_mean,mfcc_18_mean,mfcc_19_mean,mfcc_20_mean,mfcc_21_mean,mfcc_22_mean,mfcc_23_mean,mfcc_24_mean,mfcc_25_mean,mfcc_26_mean,mfcc_27_mean,mfcc_28_mean,mfcc_29_mean,mfcc_30_mean,mfcc_31_mean,mfcc_32_mean,mfcc_33_mean,mfcc_34_mean,mfcc_35_mean,mfcc_36_mean,mfcc_37_mean,mfcc_38_mean,mfcc_39_mean,mfcc_40_mean,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_13_std,mfcc_14_std,mfcc_15_std,mfcc_16_std,mfcc_17_std,mfcc_18_std,mfcc_19_std,mfcc_20_std,mfcc_21_std,mfcc_22_std,mfcc_23_std,mfcc_24_std,mfcc_25_std,mfcc_26_std,mfcc_27_std,mfcc_28_std,mfcc_29_std,mfcc_30_std,mfcc_31_std,mfcc_32_std,mfcc_33_std,mfcc_34_std,mfcc_35_std,mfcc_36_std,mfcc_37_std,mfcc_38_std,mfcc_39_std,mfcc_40_std,label
-458.60601806640625,137.14048767089844,20.808748245239258,-9.520089149475098,-13.889487266540527,-2.2374918460845947,10.232986450195312,5.829498291015625,-3.084312915802002,14.810172080993652,-1.384434700012207,1.7478342056274414,1.4714692831039429,7.772934913635254,0.7206302285194397,0.6059994697570801,1.0428217649459839,-2.5687754154205322,-2.569882869720459,1.1388524770736694,-5.724259376525879,3.982442617416382,-2.6919658184051514,3.411125421524048,-1.293321967124939,3.2135860919952393,-0.26338377594947815,6.277751445770264,0.7365053296089172,5.096707344055176,1.57306706905365,2.3185410499572754,-0.14945322275161743,1.8599085807800293,-0.9019310474395752,-0.7780027985572815,-2.6213667392730713,-1.275420904159546,-3.1902027130126953,-0.07143115997314453,63.061073303222656,8.504965782165527,6.297665119171143,4.774998188018799,10.2215576171875,4.342962741851807,7.455333232879639,7.092458724975586,6.8154497146606445,5.106865882873535,6.559544563293457,5.601776123046875,4.311331272125244,4.771920680999756,5.340091228485107,6.380336284637451,4.38579797744751,4.599124431610107,3.795153856277466,3.8035969734191895,3.611895799636841,4.303042888641357,5.78877592086792,3.622650146484375,3.953404664993286,4.041599750518799,3.8926098346710205,4.470470905303955,4.056703567504883,4.7631635665893555,3.706448554992676,3.696061372756958,3.409947156906128,3.907130241394043,3.7061514854431152,3.6693525314331055,3.482396125793457,3.615338087081909,3.412248373031616,3.615767002105713,1
-454.67437744140625,130.39881896972656,4.7746357917785645,-37.07025146484375,-12.53777027130127,3.871129035949707,12.276565551757812,6.991487503051758,4.099295616149902,19.840381622314453,1.0665950775146484,-1.7450010776519775,0.986754834651947,10.2156400680542,-1.47244393825531,8.900710105895996,4.540912628173828,3.2323083877563477,3.644845485687256,5.786454200744629,-6.840622901916504,8.008035659790039,-5.717121124267578,6.381956577301025,2.550161838531494,2.134577989578247,2.3841910362243652,5.022812843322754,-0.26354458928108215,4.279742240905762,-0.9177578091621399,4.361611366271973,-1.3822717666625977,5.394111633300781,-2.11563777923584,4.89327335357666,-0.7641329765319824,2.5572214126586914,-2.604689598083496,2.7535400390625,40.36122512817383,7.378921985626221,9.290006637573242,8.047000885009766,6.48802375793457,4.613969802856445,9.026541709899902,4.0883073806762695,7.626172065734863,4.600634574890137,6.635581016540527,6.019886493682861,5.139668941497803,4.349161624908447,5.405254364013672,4.773990631103516,5.057674884796143,4.362023830413818,5.538658142089844,4.665009498596191,4.2105712890625,4.685387134552002,4.121859073638916,3.875345468521118,3.975140333175659,5.037847995758057,4.081291675567627,4.300817489624023,4.494317531585693,4.841862678527832,3.7017290592193604,4.53951358795166,3.389590263366699,3.580024003982544,3.353665590286255,3.514350652694702,3.5150704383850098,3.391761541366577,3.2523763179779053,3.1552491188049316,0
-463.3245849609375,135.16624450683594,12.32093334197998,-31.720794677734375,-19.764955520629883,-3.905461311340332,14.563167572021484,9.164462089538574,4.349311351776123,17.531784057617188,-1.7344471216201782,3.1975677013397217,2.195678234100342,7.353886127471924,-1.252776026725769,5.131024360656738,4.931689262390137,2.561267614364624,7.0214643478393555,4.216586112976074,-5.761797904968262,6.709223747253418,-6.588567733764648,3.1645212173461914,1.5727452039718628,1.3081061840057373,0.4700448513031006,5.654914855957031,-2.9675040245056152,5.088299751281738,-1.095416784286499,1.9946889877319336,-0.14837296307086945,2.9980599880218506,-2.0650994777679443,4.550301551818848,-1.3402644395828247,3.194281578063965,-3.41812801361084,2.532565116882324,30.457927703857422,5.366140842437744,6.123559474945068,7.701362609863281,6.5823974609375,8.581201553344727,7.126911163330078,4.495591640472412,6.4812750816345215,4.376222133636475,6.033101558685303,6.276493072509766,5.321163654327393,4.067223072052002,4.431868076324463,4.204059600830078,4.6233229637146,4.584680557250977,4.452073097229004,4.939231872558594,3.6768054962158203,3.8656671047210693,3.9287757873535156,3.8827872276306152,4.957909107208252,3.7895727157592773,3.655673027038574,4.716551303863525,4.834818363189697,4.777357578277588,4.427881240844727,3.6691184043884277,3.380544662475586,3.7962758541107178,3.7507455348968506,3.647444725036621,3.898009777069092,3.5538370609283447,3.4679131507873535,3.588456153869629,0
-462.5165100097656,116.54732513427734,-7.1751933097839355,-38.53462219238281,2.1775240898132324,7.692165374755859,11.950913429260254,12.097622871398926,2.9601211547851562,15.977797508239746,1.4809391498565674,-8.796833038330078,1.8730194568634033,11.222249031066895,-8.54513931274414,7.609320163726807,0.8586351275444031,3.4210398197174072,-2.6091620922088623,7.527482509613037,-8.103967666625977,8.336889266967773,-4.995442867279053,6.35601806640625,0.11315955221652985,0.42748454213142395,1.221482515335083,2.5402987003326416,-0.33135586977005005,1.3137948513031006,-1.7215996980667114,5.450305938720703,-3.5079092979431152,5.922440528869629,-3.7594947814941406,2.178786516189575,-0.8791133165359497,2.1563398838043213,-2.6892855167388916,2.1485793590545654,42.40884017944336,6.3187103271484375,3.3297312259674072,3.4727697372436523,8.044881820678711,5.189742565155029,4.156642913818359,3.822986602783203,4.637541770935059,4.445768356323242,3.2635719776153564,3.958901882171631,3.6408886909484863,3.8440723419189453,4.257918357849121,4.150961875915527,4.992087364196777,4.3914079666137695,3.677748918533325,3.8406496047973633,3.8243935108184814,3.733999252319336,4.407765865325928,3.174161434173584,3.8154056072235107,3.7458035945892334,3.3108749389648438,3.543318271636963,3.595899820327759,3.9169833660125732,3.4270710945129395,3.7246062755584717,3.3414411544799805,3.560211181640625,3.361598253250122,3.602818489074707,3.4374501705169678,3.276718854904175,3.4843544960021973,3.3902928829193115,0
-443.2662353515625,134.29441833496094,13.069291114807129,-22.0666561126709,-7.024717807769775,4.560213088989258,13.105888366699219,7.849237442016602,0.34947970509529114,16.182403564453125,-3.6489901542663574,0.12774540483951569,4.255338668823242,10.86703872680664,-5.137091636657715,1.8987126350402832,1.0595767498016357,0.25962868332862854,-1.5737088918685913,3.29894757270813,-6.930624008178711,5.978940010070801,-4.497866630554199,5.758238792419434,-0.8273921608924866,1.813741683959961,-0.645358681678772,4.624935626983643,-1.7358958721160889,2.0698158740997314,-1.3501291275024414,4.899572849273682,-2.819199800491333,3.480367422103882,-2.5614819526672363,0.4558164179325104,-1.2214170694351196,1.2659437656402588,-2.7927825450897217,2.8927431106567383,47.41874313354492,7.225064754486084,7.1880388259887695,9.033729553222656,8.842988967895508,6.3316497802734375,5.026216506958008,4.554633140563965,5.340571880340576,4.760024070739746,4.845482349395752,5.485701084136963,4.793447017669678,4.461002349853516,5.250032424926758,4.208093166351318,4.568671226501465,4.161745071411133,4.332456588745117,4.35319185256958,3.896167278289795,4.4130730628967285,3.84456205368042,3.609562397003174,3.8190131187438965,4.3187055587768555,3.698030471801758,3.9539318084716797,3.7583534717559814,4.1701979637146,3.3653953075408936,3.360598564147949,3.6483731269836426,3.7302629947662354,3.341994285583496,3.4851150512695312,3.4157042503356934,3.6350784301757812,3.569058895111084,3.409679889678955,1
-465.0478515625,132.89248657226562,8.775904655456543,-33.32369613647461,-11.125691413879395,2.9422428607940674,12.323927879333496,7.821230888366699,2.822892189025879,18.181358337402344,0.7626850008964539,-1.8134925365447998,1.747451663017273,6.2216901779174805,-7.3509087562561035,1.7168463468551636,1.446837306022644,-1.4407508373260498,-0.6635034680366516,2.7176976203918457,-7.950784683227539,6.974380970001221,-6.694173336029053,4.476075172424316,-0.0239137951284647,-1.7154245376586914,0.28378671407699585,1.7228493690490723,-3.1983513832092285,0.930465817451477,-3.102036476135254,1.8367531299591064,-3.852184295654297,3.6455013751983643,-3.211116313934326,2.8821988105773926,-3.213510036468506,1.5143427848815918,-3.728050947189331,1.8066635131835938,45.56057357788086,8.657958984375,7.0222063064575195,9.105499267578125,9.853784561157227,6.784893035888672,6.054103851318359,4.0707688331604,5.630728244781494,5.354403972625732,5.903173923492432,4.961182594299316,5.34907341003418,4.464540004730225,4.707282543182373,4.557584762573242,4.6358819007873535,4.725497722625732,4.820651531219482,4.850584983825684,3.8415591716766357,4.347395420074463,5.168456077575684,4.1595282554626465,4.197047710418701,3.88912034034729,4.5293803215026855,4.19523811340332,5.2476348876953125,3.678203582763672,3.8399908542633057,3.7426414489746094,3.7525763511657715,3.3810513019561768,3.211808681488037,4.354980945587158,3.688462257385254,4.0536112785339355,3.1157402992248535,3.145698070526123,0
-460.7142333984375,141.9685516357422,21.6603946685791,-24.550006866455078,-15.90811824798584,-3.297959566116333,8.85249137878418,2.3753154277801514,1.5517399311065674,18.9679012298584,-3.7844462394714355,4.924131870269775,5.993407726287842,10.581205368041992,0.10182776302099228,-1.6945887804031372,0.29660919308662415,-4.836358070373535,-1.723631501197815,-0.47458118200302124,-7.504889488220215,3.582033395767212,-4.996403694152832,5.496772289276123,0.8196277022361755,3.078277111053467,0.20833666622638702,4.425430774688721,-5.136355400085449,2.6764986515045166,-3.116790533065796,-0.3405286967754364,-3.130744695663452,-0.8699337244033813,-5.547907829284668,1.2433581352233887,-4.167583465576172,1.6827714443206787,-2.3035457134246826,0.3984174132347107,67.1473159790039,6.679973125457764,5.641010761260986,8.0867280960083,11.277288436889648,5.651700973510742,6.506439685821533,5.477060317993164,6.711555480957031,5.27728796005249,5.571450233459473,5.424572467803955,5.185636520385742,5.327947616577148,4.7216572761535645,6.653580188751221,5.195717811584473,6.004401683807373,4.074448585510254,4.659478664398193,3.87428617477417,5.799846172332764,5.752695083618164,4.164848804473877,4.714255332946777,4.544335842132568,3.8296430110931396,5.5106706619262695,3.978071689605713,4.869019985198975,3.5985238552093506,3.5478317737579346,3.755722761154175,4.061740398406982,3.668196678161621,3.7040205001831055,3.7101268768310547,3.646486520767212,3.313828229904175,3.267495632171631,1
-500.5646057128906,117.2539291381836,-2.768381118774414,-41.66792297363281,-8.321476936340332,6.0920491218566895,14.944430351257324,13.944299697875977,8.826619148254395,18.253646850585938,4.362044334411621,-7.356018543243408,0.2240346521139145,4.437305450439453,-8.00816535949707,3.660987377166748,1.8807685375213623,-0.5732372403144836,-0.92371666431427,4.1599578857421875,-9.436716079711914,7.7818732261657715,-4.732394695281982,3.917799472808838,-0.31063756346702576,-1.836567759513855,0.6628751158714294,-1.0643502473831177,-1.308449387550354,-0.5649647116661072,-3.421236753463745,1.5994699001312256,-4.290187358856201,4.4564595222473145,-3.5647776126861572,2.138684034347534,-1.7205640077590942,1.3083717823028564,-2.3704142570495605,2.29301118850708,67.91140747070312,12.044272422790527,7.542263031005859,7.893360137939453,7.674403667449951,6.369463920593262,6.600551605224609,5.5282769203186035,5.929315090179443,6.33328104019165,6.2983198165893555,5.5391035079956055,4.483239650726318,5.4168195724487305,4.745320796966553,4.906866550445557,4.840573787689209,4.386834621429443,4.5451531410217285,4.424992561340332,3.8898987770080566,4.8186726570129395,6.360352516174316,3.487730026245117,3.775930643081665,4.17761754989624,4.7347025871276855,4.431777000427246,5.987687110900879,4.062969207763672,3.833155632019043,3.353360176086426,3.7684459686279297,3.7153637409210205,3.831178665161133,3.683450937271118,4.028113842010498,3.8694722652435303,3.2734694480895996,3.6365718841552734,0
-455.5793762207031,130.21395874023438,3.9871010780334473,-39.36211013793945,-16.954639434814453,0.2676423490047455,11.668771743774414,6.102087497711182,1.7065691947937012,17.8082275390625,-1.0737743377685547,-5.890707015991211,-0.9986720085144043,6.884236812591553,-7.011439323425293,4.472014904022217,3.3454749584198,0.17529545724391937,2.174203634262085,4.616196632385254,-8.24952507019043,8.263319969177246,-8.738181114196777,3.762943744659424,0.2423083633184433,-2.7443864345550537,0.15411604940891266,2.01481294631958,-3.3354809284210205,2.098381757736206,-3.2543904781341553,1.9955904483795166,-2.793672561645508,3.8419854640960693,-4.701109886169434,5.4621758460998535,-4.804498672485352,2.180516481399536,-4.564463138580322,1.4383174180984497,39.57194900512695,5.894874095916748,6.215747356414795,6.911428928375244,6.430498123168945,5.974338054656982,6.654437065124512,4.686798095703125,6.8774542808532715,4.354383945465088,5.651188850402832,4.8461079597473145,4.673696517944336,3.791733503341675,4.330857276916504,6.127011299133301,4.29325008392334,3.9229066371917725,4.7416205406188965,4.714686393737793,3.6760153770446777,4.3125176429748535,4.12851619720459,4.086455345153809,4.262074947357178,3.707427978515625,3.837766647338867,3.9427943229675293,4.139569282531738,4.1064677238464355,3.6861743927001953,3.4917736053466797,3.762730598449707,3.3800017833709717,3.1903865337371826,3.2264838218688965,3.332601308822632,3.6241891384124756,3.196249485015869,3.3541786670684814,0
-473.0816345214844,125.97215270996094,9.64098072052002,-21.840396881103516,-9.201448440551758,2.5487496852874756,14.40855598449707,9.703446388244629,0.859859049320221,15.483466148376465,-0.843979001045227,1.5371419191360474,6.383367538452148,12.992631912231445,-1.5410029888153076,3.8358469009399414,2.7788994312286377,1.7553600072860718,2.3296327590942383,6.040846347808838,-4.025252342224121,7.0601887702941895,-1.6974068880081177,5.007232666015625,0.607333242893219,3.054600954055786,-0.5489663481712341,2.7561376094818115,-2.033118724822998,0.05344495177268982,-2.5349855422973633,1.4709300994873047,-4.931098461151123,1.1668367385864258,-1.5164518356323242,-0.3878517746925354,0.6992200016975403,1.5806363821029663,-2.4238953590393066,2.1280243396759033,52.314453125,6.476436614990234,6.3967604637146,8.829495429992676,6.941747665405273,8.474224090576172,8.580557823181152,4.134062767028809,5.992171764373779,4.389511585235596,6.062930583953857,5.64191198348999,5.70477819442749,6.283461570739746,4.5360894203186035,6.015604019165039,4.003103733062744,4.7666826248168945,4.556858062744141,4.462749481201172,3.6625266075134277,4.965206623077393,4.195873260498047,4.613224506378174,3.9831628799438477,4.227050304412842,4.120847702026367,4.01486349105835,4.647793769836426,4.642065048217773,4.054232597351074,3.7758076190948486,3.814718008041382,4.449060916900635,3.5402941703796387,3.457627534866333,3.528473377227783,3.671337127685547,3.946699857711792,3.6262826919555664,1
